Date,Mkt-RF,SMB,HML,RF
2016-09-02,0.7,0.14,0.66,0.005
2016-09-09,-2.3,0.12,0.43,0.005
2016-09-16,0.57,0.54,-2.59,0.005
2016-09-23,1.26,1.16,-0.19,0.005
2016-09-30,0.21,-0.22,1.21,0.005
2016-10-07,-0.57,-0.51,1.31,0.004
2016-10-14,-1.12,-1.26,0.62,0.004
2016-10-21,0.42,-0.27,0.73,0.004
2016-10-28,-0.77,-2.38,1.34,0.004
2016-11-04,-1.89,-0.52,1.1,0.004
2016-11-11,4.67,6.13,2.64,0.004
2016-11-18,1.29,1.08,1.34,0.004
2016-11-25,1.64,0.83,0.54,0.004
2016-12-02,-1.13,-2.13,3.91,0.006
2016-12-09,3.35,2.02,1.88,0.006
2016-12-16,-0.29,-1.4,-0.82,0.006
2016-12-23,0.32,0.19,0.63,0.006
2016-12-30,-1.16,-0.09,0.11,0.006
2017-01-06,1.69,-0.69,-1.25,0.009
2017-01-13,0.09,0.4,-1.04,0.009
2017-01-20,-0.31,-1.15,-0.18,0.009
2017-01-27,1.16,0.21,0.63,0.009
2017-02-03,0.14,0.41,-0.65,0.009
2017-02-10,0.88,0.11,-1.23,0.009
2017-02-17,1.52,-0.54,-0.3,0.009
2017-02-24,0.48,-1.06,-0.54,0.009
2017-03-03,0.65,-0.93,-0.07,0.008
2017-03-10,-0.55,-1.16,-1.66,0.008
2017-03-17,0.48,1.82,-0.44,0.008
2017-03-24,-1.65,-0.9,-1.83,0.008
2017-03-31,1.05,1.64,0.86,0.008
2017-04-07,-0.44,-1.37,0.16,0.014
2017-04-13,-1.2,-0.2,-1.15,0.014
2017-04-21,1.11,1.85,-0.25,0.014
2017-04-28,1.64,0.33,-1.0,0.014
2017-05-05,0.53,-0.77,-0.48,0.016
2017-05-12,-0.32,-0.27,-1.32,0.016
2017-05-19,-0.4,-0.81,-0.46,0.016
2017-05-26,1.46,-0.31,-0.74,0.016
2017-06-02,1.09,1.14,-1.62,0.015
2017-06-09,-0.24,0.61,3.36,0.015
2017-06-16,-0.08,-1.05,-0.68,0.015
2017-06-23,0.31,1.06,-3.82,0.015
2017-06-30,-0.49,0.06,3.41,0.015
2017-07-07,0.08,-0.4,0.31,0.018
2017-07-14,1.36,-0.18,-1.3,0.018
2017-07-21,0.55,0.06,-0.46,0.018
2017-07-28,-0.03,-0.6,0.71,0.018
2017-08-04,0.09,-1.75,0.73,0.021
2017-08-11,-1.52,-1.0,-0.98,0.021
2017-08-18,-0.67,-0.71,-0.32,0.021
2017-08-25,0.82,0.55,0.69,0.021
2017-09-01,1.61,1.42,-1.47,0.024
2017-09-08,-0.77,0.19,-1.4,0.024
2017-09-15,1.7,0.66,1.8,0.024
2017-09-22,0.39,0.87,1.6,0.024
2017-09-29,0.91,2.2,0.7,0.024
2017-10-06,1.28,0.15,-0.21,0.021
2017-10-13,0.03,-0.7,-0.18,0.021
2017-10-20,0.91,-0.83,0.71,0.021
2017-10-27,0.25,-0.56,0.17,0.021
2017-11-03,0.19,-1.21,-0.44,0.021
2017-11-10,-0.41,-1.05,-1.0,0.021
2017-11-17,0.21,1.15,0.09,0.021
2017-11-24,1.04,1.11,-0.82,0.021
2017-12-01,1.62,-0.85,2.29,0.022
2017-12-08,0.3,-1.46,0.14,0.022
2017-12-15,0.81,-0.25,-0.77,0.022
2017-12-22,0.54,0.78,0.49,0.022
2017-12-29,-0.37,0.01,-0.22,0.022
2018-01-05,2.54,-0.69,-0.39,0.029
2018-01-12,1.81,0.39,1.07,0.029
2018-01-19,0.84,-0.64,-0.38,0.029
2018-01-26,2.05,-1.52,-1.14,0.029
2018-02-02,-3.81,-0.5,-0.11,0.029
2018-02-09,-5.09,1.05,0.09,0.029
2018-02-16,4.51,0.09,-0.54,0.029
2018-02-23,0.48,0.12,-0.59,0.029
2018-03-02,-1.74,1.02,-0.86,0.029
2018-03-09,3.6,0.36,-0.18,0.029
2018-03-16,-1.21,0.86,-0.13,0.029
2018-03-23,-5.82,1.69,-0.24,0.029
2018-03-29,1.8,-1.07,0.87,0.029
2018-04-06,-1.38,0.54,0.66,0.036
2018-04-13,2.05,1.0,-1.05,0.036
2018-04-20,0.73,0.04,0.49,0.036
2018-04-27,-0.29,-0.52,0.5,0.036
2018-05-04,-0.16,1.02,-1.35,0.035
2018-05-11,2.43,0.4,-0.27,0.035
2018-05-18,-0.22,2.48,-0.05,0.035
2018-05-25,0.22,-0.28,-0.41,0.035
2018-06-01,0.6,1.25,-1.24,0.034
2018-06-08,1.68,0.44,-0.14,0.034
2018-06-15,0.21,0.89,-2.26,0.034
2018-06-22,-0.85,1.37,0.23,0.034
2018-06-29,-1.6,-1.29,-0.05,0.034
2018-07-06,1.65,1.77,-1.01,0.04
2018-07-13,1.39,-1.68,-1.22,0.04
2018-07-20,0.14,-0.02,0.66,0.04
2018-07-27,0.17,-2.83,1.52,0.04
2018-08-03,0.65,-0.09,0.16,0.041
2018-08-10,0.05,0.92,-0.8,0.041
2018-08-17,0.46,-0.37,0.05,0.041
2018-08-24,1.06,1.34,-0.99,0.041
2018-08-31,0.96,-0.03,-1.8,0.041
2018-09-07,-1.14,-0.79,0.22,0.037
2018-09-14,1.2,-0.41,-1.0,0.037
2018-09-21,0.54,-1.2,1.73,0.037
2018-09-28,-0.52,0.08,-2.64,0.037
2018-10-05,-1.42,-3.22,3.34,0.049
2018-10-12,-4.26,-0.76,-0.03,0.049
2018-10-19,-0.15,-1.0,0.51,0.049
2018-10-26,-4.06,0.41,-1.04,0.049
2018-11-02,2.88,1.62,0.55,0.044
2018-11-09,1.75,-2.61,1.18,0.044
2018-11-16,-1.65,0.29,0.28,0.044
2018-11-23,-3.74,1.17,0.84,0.044
2018-11-30,4.78,-1.81,-1.67,0.044
2018-12-07,-4.83,-0.67,-0.68,0.051
2018-12-14,-1.45,-1.16,-1.85,0.051
2018-12-21,-7.33,-1.59,2.15,0.051
2018-12-28,3.14,1.11,-1.37,0.051
2019-01-04,2.14,1.28,1.24,0.052
2019-01-11,2.95,2.21,-1.58,0.052
2019-01-18,2.8,-0.84,0.9,0.052
2019-01-25,-0.28,0.1,-0.15,0.052
2019-02-01,1.57,-0.35,-0.76,0.046
2019-02-08,0.09,0.3,-1.27,0.046
2019-02-15,2.73,1.58,0.01,0.046
2019-02-22,0.64,0.99,-0.85,0.046
2019-03-01,0.5,-0.4,-1.28,0.048
2019-03-08,-2.55,-1.97,-0.28,0.048
2019-03-15,2.83,-0.91,-0.49,0.048
2019-03-22,-1.11,-1.46,-2.77,0.048
2019-03-29,1.27,1.07,-0.2,0.048
2019-04-05,2.14,0.54,1.0,0.052
2019-04-12,0.55,-0.71,0.91,0.052
2019-04-18,-0.18,-1.05,0.48,0.052
2019-04-26,1.24,0.2,-1.26,0.052
2019-05-03,0.27,0.66,0.37,0.052
2019-05-10,-2.22,-0.13,-0.04,0.052
2019-05-17,-1.02,-1.49,-0.69,0.052
2019-05-24,-1.3,-0.53,-0.19,0.052
2019-05-31,-2.71,-0.49,-1.04,0.052
2019-06-07,4.27,-1.24,-0.53,0.046
2019-06-14,0.45,-0.02,-0.08,0.046
2019-06-21,2.21,0.07,-1.67,0.046
2019-06-28,-0.11,1.43,1.58,0.046
2019-07-05,1.56,-1.22,-0.37,0.048
2019-07-12,0.72,-1.37,-0.29,0.048
2019-07-19,-1.22,-0.27,-0.74,0.048
2019-07-26,1.75,-0.22,0.88,0.048
2019-08-02,-3.45,0.37,-0.81,0.041
2019-08-09,-0.61,-0.73,-1.91,0.041
2019-08-16,-1.17,0.25,-1.24,0.041
2019-08-23,-1.57,-0.72,-0.29,0.041
2019-08-30,2.7,-0.53,0.34,0.041
2019-09-06,1.61,-1.19,1.28,0.044
2019-09-13,1.33,2.9,4.92,0.044
2019-09-20,-0.64,-0.59,-0.91,0.044
2019-09-27,-1.37,-1.81,1.97,0.044
2019-10-04,-0.4,-0.42,-2.36,0.039
2019-10-11,0.69,-0.47,0.21,0.039
2019-10-18,0.47,0.75,0.53,0.039
2019-10-25,1.38,0.31,0.67,0.039
2019-11-01,1.47,0.43,-0.51,0.031
2019-11-08,1.01,-0.55,2.18,0.031
2019-11-15,0.78,-0.69,-1.74,0.031
2019-11-22,-0.19,-0.06,-1.59,0.031
2019-11-29,1.13,1.57,-1.65,0.031
2019-12-06,0.1,0.52,0.73,0.035
2019-12-13,0.74,0.2,0.75,0.035
2019-12-20,1.71,0.33,-0.01,0.035
2019-12-27,0.49,-0.49,-0.42,0.035
2020-01-03,-0.12,-0.32,0.34,0.032
2020-01-10,0.94,-0.95,-2.26,0.032
2020-01-17,2.0,0.65,-1.34,0.032
2020-01-24,-1.14,-1.25,-1.03,0.032
2020-01-31,-2.06,-1.07,-1.46,0.032
2020-02-07,3.13,-0.36,-0.77,0.03
2020-02-14,1.73,0.01,-0.86,0.03
2020-02-21,-1.06,0.71,0.07,0.03
2020-02-28,-11.5,0.71,-2.34,0.03
2020-03-06,0.1,-1.51,-5.07,0.033
2020-03-13,-9.7,-5.75,-3.42,0.033
2020-03-20,-14.57,1.83,-5.59,0.033
2020-03-27,10.31,-1.25,1.02,0.033
2020-04-03,-2.48,-2.05,-5.2,0.001
2020-04-09,12.34,2.65,7.7,0.001
2020-04-17,3.25,-1.79,-8.51,0.001
2020-04-24,-0.86,2.4,-1.97,0.001
2020-05-01,0.01,2.37,4.74,0.002
2020-05-08,4.24,2.18,-3.42,0.002
2020-05-15,-2.2,-1.14,-7.21,0.002
2020-05-22,3.59,3.28,3.91,0.002
2020-05-29,2.98,-1.16,3.6,0.002
2020-06-05,4.97,0.44,9.81,0.003
2020-06-12,-4.73,-1.24,-5.23,0.003
2020-06-19,2.29,1.33,-3.15,0.003
2020-06-26,-2.83,0.86,-4.16,0.003
2020-07-02,4.04,0.69,-1.67,0.003
2020-07-10,2.1,-1.87,-1.34,0.003
2020-07-17,1.2,1.82,2.41,0.003
2020-07-24,-0.31,-0.26,2.86,0.003
2020-07-31,1.73,-0.59,-2.62,0.003
2020-08-07,2.7,3.37,1.61,0.002
2020-08-14,0.74,0.19,1.77,0.002
2020-08-21,0.86,-1.62,-5.2,0.002
2020-08-28,3.19,-1.44,0.9,0.002
2020-09-04,-2.47,-0.88,2.29,0.002
2020-09-11,-2.58,-0.1,-1.39,0.002
2020-09-18,0.01,2.75,-0.92,0.002
2020-09-25,-0.62,-2.92,-4.24,0.002
2020-10-02,1.85,2.98,1.75,0.002
2020-10-09,4.25,2.55,-0.21,0.002
2020-10-16,0.31,0.09,-0.52,0.002
2020-10-23,-0.51,0.7,3.07,0.002
2020-10-30,-5.74,-0.96,0.07,0.002
2020-11-06,7.69,0.14,-4.96,0.002
2020-11-13,1.95,2.25,7.27,0.002
2020-11-20,0.17,2.56,0.51,0.002
2020-11-27,2.86,1.28,1.29,0.002
2020-12-04,1.76,0.46,0.32,0.002
2020-12-11,-0.48,1.91,-1.6,0.002
2020-12-18,1.84,2.03,-3.54,0.002
2020-12-24,0.15,1.35,0.1,0.002
2020-12-31,0.72,-2.18,1.1,0.002
2021-01-08,2.52,3.59,2.28,0.001
2021-01-15,-1.03,2.33,2.15,0.001
2021-01-22,2.08,1.83,-3.01,0.001
2021-01-29,-3.48,0.06,0.78,0.001
2021-02-05,5.27,2.06,-2.01,0.001
2021-02-12,1.63,1.92,1.01,0.001
2021-02-19,-0.82,-1.34,3.1,0.001
2021-02-26,-3.15,-0.7,4.91,0.001
2021-03-05,0.07,-1.47,7.61,0.001
2021-03-12,3.36,4.68,1.59,0.001
2021-03-19,-1.04,-1.38,-0.37,0.001
2021-03-26,0.57,-4.11,0.17,0.001
2021-04-01,1.39,0.48,-1.59,0.0
2021-04-09,2.45,-2.6,-1.29,0.0
2021-04-16,1.32,-0.97,-0.02,0.0
2021-04-23,-0.1,0.72,-0.78,0.0
2021-04-30,-0.11,-0.7,1.36,0.0
2021-05-07,0.53,-1.25,6.35,0.0
2021-05-14,-1.55,-0.83,2.46,0.0
2021-05-21,-0.17,0.63,-1.08,0.0
2021-05-28,1.49,1.27,-0.75,0.0
2021-06-04,0.51,0.1,1.62,0.0
2021-06-11,0.82,2.11,-3.96,0.0
2021-06-18,-1.81,-0.86,-4.97,0.0
2021-06-25,2.97,1.19,0.99,0.0
2021-07-02,1.28,-2.38,-1.63,0.001
2021-07-09,0.2,-0.82,-1.15,0.001
2021-07-16,-1.73,-3.0,0.04,0.001
2021-07-23,2.29,0.33,-2.35,0.001
2021-07-30,-0.45,0.56,2.06,0.001
2021-08-06,1.05,-0.03,0.71,0.001
2021-08-13,0.51,-1.83,2.34,0.001
2021-08-20,-1.04,-1.03,-1.47,0.001
2021-08-27,2.18,2.55,-0.21,0.001
2021-09-03,0.67,0.41,-2.65,0.001
2021-09-10,-1.72,-0.81,0.08,0.001
2021-09-17,-0.41,0.45,0.43,0.001
2021-09-24,0.52,-0.1,1.67,0.001
2021-10-01,-2.18,1.16,4.67,0.001
2021-10-08,0.67,-1.56,2.78,0.001
2021-10-15,1.93,-0.43,-1.77,0.001
2021-10-22,1.58,-0.81,1.02,0.001
2021-10-29,1.21,0.12,-2.99,0.001
2021-11-05,2.34,3.96,-0.39,0.001
2021-11-12,-0.26,-0.55,0.83,0.001
2021-11-19,-0.14,-1.77,-1.6,0.001
2021-11-26,-2.56,-2.26,2.63,0.001
2021-12-03,-2.18,-1.68,1.45,0.002
2021-12-10,3.52,-0.65,0.08,0.002
2021-12-17,-2.04,-0.48,-0.49,0.002
2021-12-23,2.46,1.32,-1.14,0.002
2021-12-31,0.54,-0.64,1.42,0.002
2022-01-07,-2.33,-3.19,10.85,0.0
2022-01-14,-0.43,-0.72,2.87,0.0
2022-01-21,-6.19,-1.9,0.99,0.0
2022-01-28,0.41,-1.78,1.41,0.0
2022-02-04,2.05,-0.49,0.2,0.001
2022-02-11,-1.27,1.91,1.43,0.001
2022-02-18,-1.69,1.06,0.4,0.001
2022-02-25,0.91,0.4,-1.3,0.001
2022-03-04,-1.71,-0.39,2.14,0.001
2022-03-11,-2.86,1.51,2.18,0.001
2022-03-18,6.59,-0.09,-5.52,0.001
2022-03-25,1.55,-2.45,2.19,0.001
2022-04-01,0.15,1.03,-4.17,0.003
2022-04-08,-1.92,-3.3,2.21,0.003
2022-04-14,-1.72,1.79,2.23,0.003
2022-04-22,-3.23,-0.41,2.35,0.003
2022-04-29,-3.35,-0.25,0.52,0.003
2022-05-06,-0.57,-2.11,4.81,0.007
2022-05-13,-2.44,0.21,-0.4,0.007
2022-05-20,-2.95,1.19,1.9,0.007
2022-05-27,6.62,-0.76,1.48,0.007
2022-06-03,-1.04,1.36,-0.27,0.015
2022-06-10,-5.1,0.52,0.81,0.015
2022-06-17,-5.87,-0.26,-3.09,0.015
2022-06-24,6.56,-0.01,-5.65,0.015
2022-07-01,-2.39,-1.02,3.14,0.02
2022-07-08,2.36,2.1,-5.28,0.02
2022-07-15,-1.14,-0.42,1.2,0.02
2022-07-22,2.76,1.43,-1.07,0.02
2022-07-29,4.17,-0.61,1.18,0.02
2022-08-05,0.87,3.57,-5.34,0.047
2022-08-12,3.38,0.55,1.5,0.047
2022-08-19,-1.6,-2.24,2.49,0.047
2022-08-26,-3.8,0.09,1.76,0.047
2022-09-02,-3.53,-1.68,0.59,0.048
2022-09-09,3.89,0.61,-2.8,0.048
2022-09-16,-4.78,-0.4,2.34,0.048
2022-09-23,-5.02,-1.46,0.29,0.048
2022-09-30,-2.54,1.66,-0.81,0.048
2022-10-07,1.75,0.08,2.54,0.058
2022-10-14,-1.88,-0.39,3.83,0.058
2022-10-21,4.57,-1.3,-0.45,0.058
2022-10-28,3.97,1.31,0.7,0.058
2022-11-04,-3.56,-0.84,4.55,0.074
2022-11-11,5.85,0.08,-3.31,0.074
2022-11-18,-1.0,-1.45,0.76,0.074
2022-11-25,1.41,-0.66,0.9,0.074
2022-12-02,1.22,1.13,-2.44,0.083
2022-12-09,-3.78,-1.27,-0.6,0.083
2022-12-16,-2.12,0.1,0.25,0.083
2022-12-23,-0.4,-0.88,2.9,0.083
2022-12-30,-0.13,0.33,0.08,0.083
2023-01-06,1.36,0.25,1.18,0.087
2023-01-13,3.05,3.39,-3.3,0.087
2023-01-20,-0.69,0.08,-1.11,0.087
2023-01-27,2.59,-0.05,-1.29,0.087
2023-02-03,1.82,3.59,-2.19,0.086
2023-02-10,-1.52,-3.21,2.68,0.086
2023-02-17,0.1,1.98,-1.48,0.086
2023-02-24,-2.83,-0.98,1.47,0.086
2023-03-03,1.91,0.6,-1.25,0.091
2023-03-10,-5.13,-2.68,-1.09,0.091
2023-03-17,1.1,-1.26,-7.42,0.091
2023-03-24,1.22,-1.02,0.11,0.091
2023-03-31,3.56,-0.12,-0.14,0.091
2023-04-06,-0.52,-2.67,0.96,0.087
2023-04-14,0.91,0.1,0.23,0.087
2023-04-21,-0.2,0.97,-1.31,0.087
2023-04-28,0.42,-1.71,0.09,0.087
2023-05-05,-0.78,0.9,-3.64,0.09
2023-05-12,-0.36,-0.44,-1.28,0.09
2023-05-19,1.78,0.83,0.03,0.09
2023-05-26,0.3,0.5,-1.09,0.09
2023-06-02,2.0,1.46,-0.07,0.101
2023-06-09,0.46,1.16,1.25,0.101
2023-06-16,2.42,-1.32,-1.92,0.101
2023-06-23,-1.58,-0.85,-1.25,0.101
2023-06-30,2.36,0.58,0.35,0.101
2023-07-07,-1.23,-0.42,1.34,0.112
2023-07-14,2.53,1.39,-0.74,0.112
2023-07-21,0.64,-0.02,2.45,0.112
2023-07-28,0.97,-0.03,0.96,0.112
2023-08-04,-2.27,0.71,1.65,0.113
2023-08-11,-0.61,-1.36,0.45,0.113
2023-08-18,-2.31,-0.72,-1.64,0.113
2023-08-25,0.59,-0.82,-1.68,0.113
